No,Nama Akun,Link Post,Tipe Post,Tanggal,Durasi,View,Like,Comment,Saved,Share,Kategori,Tipe Konten,Sub Tipe Konten,Jumlah Foto
1117,ummlibrary,https://www.tiktok.com/@ummlibrary/video/7280715093011107078?is_from_webapp=1&sender_device=pc,Video,20-Sep-2023,0:01:51,443,6,0,0,0,Humanisasi dan Hiburan,Entertaining,Sapa Pemustaka,
1142,umnlibrary,https://www.tiktok.com/@umnlibrary/video/7408751552023760133?is_from_webapp=1&sender_device=pc,Video,30-Aug-2024,0:01:53,362,2,0,0,0,Humanisasi dan Hiburan,Informational,Sapa Pemustaka,
1407,perpustakaan.unpak,https://www.tiktok.com/@perpustakaan.unpak/video/7417740922848333074?is_from_webapp=1&sender_device=pc,Video,23-Sep-2024,0:00:34,30,5,0,0,0,Humanisasi dan Hiburan,Informational,Sapa Pemustaka,
1420,unaslibrary,https://www.tiktok.com/@unaslibrary/video/7436251357075574071?is_from_webapp=1&sender_device=pc,Video,12-Nov-2024,0:01:16,475,9,0,0,2,Humanisasi dan Hiburan,Informational,Sapa Pemustaka,
32,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7298290529073138949?is_from_webapp=1&sender_device=pc,Video,6-Nov-2023,0:00:13,43200,717,43,20,62,Humanisasi dan Hiburan,Entertaining,Skit,
42,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7303862312467827973?is_from_webapp=1&sender_device=pc,Video,21-Nov-2023,0:00:18,2752,57,0,1,5,Humanisasi dan Hiburan,Entertaining,Skit,
44,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7304661269670579461?is_from_webapp=1&sender_device=pc,Video,23-Nov-2023,0:00:14,4974,91,0,4,7,Humanisasi dan Hiburan,Entertaining,Skit,
114,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7349154105790598405?is_from_webapp=1&sender_device=pc,Video,22-Mar-2024,0:00:32,6064,89,1,1,25,Humanisasi dan Hiburan,Entertaining,Skit,
117,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7350871356315012358?is_from_webapp=1&sender_device=pc,Video,27-Mar-2024,0:00:16,90400,2043,62,38,297,Humanisasi dan Hiburan,Entertaining,Skit,
123,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7353971630059572486?is_from_webapp=1&sender_device=pc,Video,4-Apr-2024,0:00:19,5629,70,3,2,6,Humanisasi dan Hiburan,Entertaining,Skit,
160,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7379591388851129605?is_from_webapp=1&sender_device=pc,Video,12-Jun-2024,0:00:27,13800,323,2,8,53,Humanisasi dan Hiburan,Entertaining,Skit,
167,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7386274619541540102?is_from_webapp=1&sender_device=pc,Video,30-Jun-2024,0:00:33,9131,326,10,2,33,Humanisasi dan Hiburan,Entertaining,Skit,
184,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7420645225762163973?is_from_webapp=1&sender_device=pc,Video,1-Oct-2024,0:00:14,8111,199,10,1,23,Humanisasi dan Hiburan,Entertaining,Skit,
208,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7378844330058091781?is_from_webapp=1&sender_device=pc,Video,10-Jun-2024,0:00:18,55000,1522,78,43,366,Humanisasi dan Hiburan,Entertaining,Skit,
252,ublibrary,https://www.tiktok.com/@ublibrary/video/7366540902937988358?is_from_webapp=1&sender_device=pc,Video,8-May-2024,0:00:18,2569,64,3,0,10,Humanisasi dan Hiburan,Entertaining,Skit,
413,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7377020543331011845?is_from_webapp=1&sender_device=pc,Video,5-Jun-2024,0:00:08,5676,127,1,4,2,Humanisasi dan Hiburan,Entertaining,Skit,
417,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7449365553237495045?is_from_webapp=1&sender_device=pc,Video,17-Dec-2024,0:00:12,738,17,3,1,1,Humanisasi dan Hiburan,Entertaining,Skit,
418,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7440074588278508856?is_from_webapp=1&sender_device=pc,Video,22-Nov-2024,0:00:13,1080,25,0,0,3,Humanisasi dan Hiburan,Entertaining,Skit,
422,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7424489089572932869?is_from_webapp=1&sender_device=pc,Video,11-Oct-2024,0:00:09,1850,48,0,5,11,Humanisasi dan Hiburan,Entertaining,Skit,
426,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7420795264442617093?is_from_webapp=1&sender_device=pc,Video,1-Oct-2024,0:01:02,734,27,0,0,3,Humanisasi dan Hiburan,Entertaining,Skit,
428,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7418128862606789893?is_from_webapp=1&sender_device=pc,Video,24-Sep-2024,0:00:14,1259,42,1,3,4,Humanisasi dan Hiburan,Entertaining,Skit,
434,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7411168870658002182?is_from_webapp=1&sender_device=pc,Video,5-Sep-2024,0:00:12,1126,42,0,0,4,Humanisasi dan Hiburan,Entertaining,Skit,
436,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7405595296262114565?is_from_webapp=1&sender_device=pc,Video,21-Aug-2024,0:00:29,1089,25,2,1,1,Humanisasi dan Hiburan,Entertaining,Skit,
449,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7391140396505615621?is_from_webapp=1&sender_device=pc,Video,13-Jul-2024,0:00:14,395,16,0,0,0,Humanisasi dan Hiburan,Entertaining,Skit,
451,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7388516740038266118?is_from_webapp=1&sender_device=pc,Video,6-Jul-2024,0:00:10,194,12,0,0,0,Humanisasi dan Hiburan,Entertaining,Skit,
452,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7388123374066617606?is_from_webapp=1&sender_device=pc,Video,5-Jul-2024,0:00:21,1096,43,0,2,1,Humanisasi dan Hiburan,Entertaining,Skit,
453,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7386271236525001989?is_from_webapp=1&sender_device=pc,Video,30-Jun-2024,0:00:10,1112,30,0,0,0,Humanisasi dan Hiburan,Entertaining,Skit,
454,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7385910307908111621?is_from_webapp=1&sender_device=pc,Video,29-Jun-2024,0:00:29,1372,89,2,0,4,Humanisasi dan Hiburan,Entertaining,Skit,
456,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7384456952425827590?is_from_webapp=1&sender_device=pc,Video,25-Jun-2024,0:00:07,749,32,0,0,0,Humanisasi dan Hiburan,Entertaining,Skit,
457,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7384067439878753541?is_from_webapp=1&sender_device=pc,Video,24-Jun-2024,0:00:15,989,24,0,0,3,Humanisasi dan Hiburan,Entertaining,Skit,
458,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7382198330799049990?is_from_webapp=1&sender_device=pc,Video,19-Jun-2024,0:00:09,1245,27,0,1,6,Humanisasi dan Hiburan,Entertaining,Skit,
474,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7353249328669920517?is_from_webapp=1&sender_device=pc,Video,2-Apr-2024,0:00:19,5457,72,2,1,7,Humanisasi dan Hiburan,Entertaining,Skit,
492,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7180244271256177946?is_from_webapp=1&sender_device=pc,Video,23-Dec-2022,0:00:42,1929,89,0,6,1,Humanisasi dan Hiburan,Entertaining,Skit,
772,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7446598205346811141?is_from_webapp=1&sender_device=pc,Video,10-Dec-2024,0:00:19,155,4,0,0,0,Humanisasi dan Hiburan,Entertaining,Skit,
773,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7446597828123708677?is_from_webapp=1&sender_device=pc,Video,10-Dec-2024,0:00:30,109,5,1,0,0,Humanisasi dan Hiburan,Entertaining,Skit,
789,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7426570477088361734?is_from_webapp=1&sender_device=pc,Video,17-Oct-2024,0:00:33,861,43,1,0,4,Humanisasi dan Hiburan,Entertaining,Skit,
886,perpusums,https://www.tiktok.com/@perpusums/video/7246353136963620102?is_from_webapp=1&sender_device=pc,Video,19-Jun-2023,0:00:23,1007,34,1,0,1,Humanisasi dan Hiburan,Entertaining,Skit,
889,perpusums,https://www.tiktok.com/@perpusums/video/7237002917780245766?is_from_webapp=1&sender_device=pc,Video,25-May-2023,0:00:25,1113,35,0,3,4,Humanisasi dan Hiburan,Entertaining,Skit,
892,perpusums,https://www.tiktok.com/@perpusums/video/7223643490897513755?is_from_webapp=1&sender_device=pc,Video,19-Apr-2023,0:00:35,3313,45,3,2,3,Humanisasi dan Hiburan,Entertaining,Skit,
1136,umnlibrary,https://www.tiktok.com/@umnlibrary/video/7415509476511337734?is_from_webapp=1&sender_device=pc,Video,17-Sep-2024,0:00:57,232,0,0,0,0,Humanisasi dan Hiburan,Entertaining,Skit,
1137,umnlibrary,https://www.tiktok.com/@umnlibrary/video/7413980396968283398?is_from_webapp=1&sender_device=pc,Video,13-Sep-2024,0:00:17,591,1,0,0,0,Humanisasi dan Hiburan,Entertaining,Skit,
1147,umnlibrary,https://www.tiktok.com/@umnlibrary/video/7404042575696481542?is_from_webapp=1&sender_device=pc,Video,17-Aug-2024,0:00:37,653,3,0,0,0,Humanisasi dan Hiburan,Entertaining,Skit,
1148,umnlibrary,https://www.tiktok.com/@umnlibrary/video/7402836078081658118?is_from_webapp=1&sender_device=pc,Video,14-Aug-2024,0:00:08,263,0,0,1,0,Humanisasi dan Hiburan,Entertaining,Skit,
45,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7304995646178594053?is_from_webapp=1&sender_device=pc,Video,24-Nov-2023,0:00:31,3502,63,0,0,13,Humanisasi dan Hiburan,Entertaining,Tipe Mahasiswa,
222,ublibrary,https://www.tiktok.com/@ublibrary/video/7427031716008676613?is_from_webapp=1&sender_device=pc,Video,18-Oct-2024,0:00:25,2471,90,2,1,6,Humanisasi dan Hiburan,Entertaining,Tipe Mahasiswa,
223,ublibrary,https://www.tiktok.com/@ublibrary/video/7424323329428884742?is_from_webapp=1&sender_device=pc,Video,11-Oct-2024,0:00:22,1205,44,2,2,3,Humanisasi dan Hiburan,Entertaining,Tipe Mahasiswa,
315,ublibrary,https://www.tiktok.com/@ublibrary/video/7280396599652551942?is_from_webapp=1&sender_device=pc,Video,19-Sep-2023,0:00:34,644,12,0,2,1,Humanisasi dan Hiburan,Entertaining,Tipe Mahasiswa,
334,ublibrary,https://www.tiktok.com/@ublibrary/video/7141679083842194714?is_from_webapp=1&sender_device=pc,Video,10-Sep-2022,0:00:34,370,9,0,1,3,Humanisasi dan Hiburan,Entertaining,Tipe Mahasiswa,
382,unslibrary,https://www.tiktok.com/@unslibrary/video/7343921890949401861?is_from_webapp=1&sender_device=pc,Video,8-Mar-2024,0:00:39,5789,189,12,20,24,Humanisasi dan Hiburan,Entertaining,Tipe Mahasiswa,
462,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7378103223132949766?is_from_webapp=1&sender_device=pc,Video,8-Jun-2024,0:00:19,2130,53,5,8,19,Humanisasi dan Hiburan,Entertaining,Tipe Mahasiswa,
469,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7361777623623830789?is_from_webapp=1&sender_device=pc,Video,25-Apr-2024,0:00:50,1328,42,3,8,9,Humanisasi dan Hiburan,Entertaining,Tipe Mahasiswa,
601,perpustakaanuinsa,https://www.tiktok.com/@perpustakaanuinsa/video/7322027444830080262?is_from_webapp=1&sender_device=pc,Video,9-Jan-2024,0:01:06,513,16,0,2,2,Humanisasi dan Hiburan,Entertaining,Tipe Mahasiswa,
699,usakti_library,https://www.tiktok.com/@usakti_library/video/7413211561629781253?is_from_webapp=1&sender_device=pc,Video,11-Sep-2024,0:00:29,320,9,0,1,0,Humanisasi dan Hiburan,Entertaining,Tipe Mahasiswa,
714,usakti_library,https://www.tiktok.com/@usakti_library/video/7382039392958909701?is_from_webapp=1&sender_device=pc,Video,19-Jun-2024,0:00:46,820,6,0,0,3,Humanisasi dan Hiburan,Entertaining,Tipe Mahasiswa,
784,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7430019574168325382?is_from_webapp=1&sender_device=pc,Video,26-Oct-2024,0:00:55,780,16,0,0,0,Humanisasi dan Hiburan,Entertaining,Tipe Mahasiswa,
802,perpustakaan.um,https://www.tiktok.com/@perpustakaan.um/video/7408162777199693061?is_from_webapp=1&sender_device=pc,Video,28-Aug-2024,0:00:31,921,23,3,0,2,Humanisasi dan Hiburan,Entertaining,Tipe Mahasiswa,
1071,perpustakaan_ugm,https://www.tiktok.com/@perpustakaan_ugm/video/7448126942076767494?is_from_webapp=1&sender_device=pc,Video,14-Dec-2024,0:00:43,977,47,2,2,1,Humanisasi dan Hiburan,Entertaining,Tipe Mahasiswa,
1112,ummlibrary,https://www.tiktok.com/@ummlibrary/video/7454008732586954002?is_from_webapp=1&sender_device=pc,Video,30-Dec-2024,0:00:32,262,3,0,0,0,Humanisasi dan Hiburan,Entertaining,Tipe Mahasiswa,
1145,umnlibrary,https://www.tiktok.com/@umnlibrary/video/7406188719205534981?is_from_webapp=1&sender_device=pc,Video,23-Aug-2024,0:00:19,293,5,0,0,0,Humanisasi dan Hiburan,Entertaining,Tipe Mahasiswa,
1267,perpustakaan_umy,https://www.tiktok.com/@perpustakaan_umy/video/7346597434925059334?is_from_webapp=1&sender_device=pc,Video,15-Mar-2024,0:00:27,93,4,0,0,0,Humanisasi dan Hiburan,Entertaining,Tipe Mahasiswa,
1303,perpustakaan_umy,https://www.tiktok.com/@perpustakaan_umy/video/7188338926522797339?is_from_webapp=1&sender_device=pc,Video,14-Jan-2023,0:00:59,255,8,0,0,0,Humanisasi dan Hiburan,Entertaining,Tipe Mahasiswa,
1316,perpustakaan_umy,https://www.tiktok.com/@perpustakaan_umy/video/7110576429808586011?is_from_webapp=1&sender_device=pc,Video,18-Jun-2022,0:00:24,98,2,0,3,1,Humanisasi dan Hiburan,Entertaining,Tipe Mahasiswa,
1325,perpustakaan_umy,https://www.tiktok.com/@perpustakaan_umy/video/7098886252933565723?is_from_webapp=1&sender_device=pc,Video,18-May-2022,0:00:39,101,1,0,0,0,Humanisasi dan Hiburan,Entertaining,Tipe Mahasiswa,
1339,perpustakaan_umy,https://www.tiktok.com/@perpustakaan_umy/video/7062573414443257115?is_from_webapp=1&sender_device=pc,Video,9-Feb-2022,0:00:26,67,3,0,1,0,Humanisasi dan Hiburan,Entertaining,Tipe Mahasiswa,
1415,unaslibrary,https://www.tiktok.com/@unaslibrary/video/7446618584308124936?is_from_webapp=1&sender_device=pc,Video,10-Dec-2024,0:00:40,350,4,0,0,0,Humanisasi dan Hiburan,Entertaining,Tipe Mahasiswa,
1416,unaslibrary,https://www.tiktok.com/@unaslibrary/video/7444018254017760530?is_from_webapp=1&sender_device=pc,Video,3-Dec-2024,0:01:05,220,3,0,1,0,Humanisasi dan Hiburan,Entertaining,Tipe Mahasiswa,
31,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/photo/7297107392511102214?is_from_webapp=1&sender_device=pc,Foto,3-Nov-2023,0:00:00,34400,639,1,15,41,Humanisasi dan Hiburan,Entertaining,Tren,11
34,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7299044299935714565?is_from_webapp=1&sender_device=pc,Video,8-Nov-2023,0:00:17,7454,142,0,5,16,Humanisasi dan Hiburan,Entertaining,Tren,
40,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7301896524538137861?is_from_webapp=1&sender_device=pc,Video,16-Nov-2023,0:00:14,4023,84,4,2,4,Humanisasi dan Hiburan,Relational,Tren,
65,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7315403534109887750?is_from_webapp=1&sender_device=pc,Video,22-Dec-2023,0:00:20,3310,66,7,2,3,Humanisasi dan Hiburan,Entertaining,Tren,
68,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7317235089488809222?is_from_webapp=1&sender_device=pc,Video,27-Dec-2023,0:00:19,6385,73,9,3,17,Humanisasi dan Hiburan,Relational,Tren,
70,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7317984454289476870?is_from_webapp=1&sender_device=pc,Video,29-Dec-2023,0:00:36,2406,43,0,0,2,Humanisasi dan Hiburan,Entertaining,Tren,
75,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7321688096473402630?is_from_webapp=1&sender_device=pc,Video,8-Jan-2024,0:00:15,6705,70,4,2,3,Humanisasi dan Hiburan,Entertaining,Tren,
86,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7327627825756884229?is_from_webapp=1&sender_device=pc,Video,24-Jan-2024,0:00:20,13200,189,18,8,11,Humanisasi dan Hiburan,Relational,Tren,
88,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7329484492748377350?is_from_webapp=1&sender_device=pc,Video,29-Jan-2024,0:00:19,2855,47,0,0,2,Humanisasi dan Hiburan,Relational,Tren,
96,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7336166600548076806?is_from_webapp=1&sender_device=pc,Video,16-Feb-2024,0:00:27,3013,27,1,0,3,Humanisasi dan Hiburan,Entertaining,Tren,
97,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7337288985246567686?is_from_webapp=1&sender_device=pc,Video,19-Feb-2024,0:00:18,3646,38,0,2,7,Humanisasi dan Hiburan,Relational,Tren,
102,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7341376521463991557?is_from_webapp=1&sender_device=pc,Video,1-Mar-2024,0:00:12,3160,21,0,0,2,Humanisasi dan Hiburan,Entertaining,Tren,
104,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7343235803474136325?is_from_webapp=1&sender_device=pc,Video,6-Mar-2024,0:00:17,5447,57,0,1,0,Humanisasi dan Hiburan,Relational,Tren,
116,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7350271408817130758?is_from_webapp=1&sender_device=pc,Video,25-Mar-2024,0:00:20,12800,227,8,4,39,Humanisasi dan Hiburan,Entertaining,Tren,
118,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7351018922524740869?is_from_webapp=1&sender_device=pc,Video,27-Mar-2024,0:00:10,5828,93,5,5,32,Humanisasi dan Hiburan,Entertaining,Tren,
119,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7352496670556343558?is_from_webapp=1&sender_device=pc,Video,31-Mar-2024,0:00:27,7035,151,2,1,10,Humanisasi dan Hiburan,Entertaining,Tren,
122,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7353611632171388166?is_from_webapp=1&sender_device=pc,Video,3-Apr-2024,0:00:21,18200,353,22,10,64,Humanisasi dan Hiburan,Relational,Tren,
128,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7356584427285155077?is_from_webapp=1&sender_device=pc,Video,11-Apr-2024,0:00:19,3782,67,0,0,2,Humanisasi dan Hiburan,Entertaining,Tren,
129,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7357309513269136646?is_from_webapp=1&sender_device=pc,Video,13-Apr-2024,0:00:22,11300,177,12,19,28,Humanisasi dan Hiburan,Entertaining,Tren,
130,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7358443599823916293?is_from_webapp=1&sender_device=pc,Video,16-Apr-2024,0:00:18,12900,212,3,6,64,Humanisasi dan Hiburan,Entertaining,Tren,
136,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7359530620902477061?is_from_webapp=1&sender_device=pc,Video,19-Apr-2024,0:00:18,11600,164,13,8,44,Humanisasi dan Hiburan,Entertaining,Tren,
147,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7366243399730597126?is_from_webapp=1&sender_device=pc,Video,7-May-2024,0:00:17,7441,112,1,4,14,Humanisasi dan Hiburan,Entertaining,Tren,
148,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7366597622775270661?is_from_webapp=1&sender_device=pc,Video,8-May-2024,0:00:29,14700,315,2,3,55,Humanisasi dan Hiburan,Relational,Tren,
150,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7369565621803044101?is_from_webapp=1&sender_device=pc,Video,16-May-2024,0:00:29,19700,405,10,15,81,Humanisasi dan Hiburan,Relational,Tren,
159,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7377731419289750789?is_from_webapp=1&sender_device=pc,Video,7-Jun-2024,0:00:22,7662,137,0,0,35,Humanisasi dan Hiburan,Relational,Tren,
161,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7379821005058870533?is_from_webapp=1&sender_device=pc,Video,13-Jun-2024,0:00:16,4524,75,0,1,15,Humanisasi dan Hiburan,Relational,Tren,
162,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7380334506781297926?is_from_webapp=1&sender_device=pc,Video,14-Jun-2024,0:00:24,6238,104,6,2,7,Humanisasi dan Hiburan,Relational,Tren,
164,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/photo/7382561120248352006?is_from_webapp=1&sender_device=pc,Foto,20-Jun-2024,0:00:00,6742,137,2,4,16,Humanisasi dan Hiburan,Relational,Tren,6
166,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7385524284053032197?is_from_webapp=1&sender_device=pc,Video,28-Jun-2024,0:00:21,6016,143,2,4,23,Humanisasi dan Hiburan,Relational,Tren,
173,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7392949601222806789?is_from_webapp=1&sender_device=pc,Video,18-Jul-2024,0:00:30,6455,137,0,7,12,Humanisasi dan Hiburan,Entertaining,Tren,
188,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7428940158692510977?is_from_webapp=1&sender_device=pc,Video,23-Oct-2024,0:00:26,15200,462,30,15,140,Humanisasi dan Hiburan,Entertaining,Tren,
189,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7429306931837209857?is_from_webapp=1&sender_device=pc,Video,24-Oct-2024,0:00:28,10400,383,4,8,125,Humanisasi dan Hiburan,Entertaining,Tren,
197,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7439712238182649089?is_from_webapp=1&sender_device=pc,Video,21-Nov-2024,0:00:25,3181,54,1,0,9,Humanisasi dan Hiburan,Entertaining,Tren,
201,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7446756818505813265?is_from_webapp=1&sender_device=pc,Video,10-Dec-2024,0:00:28,4501,142,5,2,16,Humanisasi dan Hiburan,Entertaining,Tren,
206,perpustakaan_pnb,https://www.tiktok.com/@perpustakaan_pnb/video/7350642459455524101?is_from_webapp=1&sender_device=pc,Video,26-Mar-2024,0:00:49,95200,2203,169,44,555,Humanisasi dan Hiburan,Relational,Tren,
233,ublibrary,https://www.tiktok.com/@ublibrary/video/7398364744446397701?is_from_webapp=1&sender_device=pc,Video,2-Aug-2024,0:01:06,1492,66,1,5,7,Humanisasi dan Hiburan,Entertaining,Tren,
341,ublibrary,https://www.tiktok.com/@ublibrary/video/7096348206350519579?is_from_webapp=1&sender_device=pc,Video,11-May-2022,0:00:24,140,4,0,0,0,Humanisasi dan Hiburan,Informational,Tren,
419,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7438964888598236433?is_from_webapp=1&sender_device=pc,Video,19-Nov-2024,0:00:40,552,24,0,0,2,Humanisasi dan Hiburan,Entertaining,Tren,
444,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7398138071402827013?is_from_webapp=1&sender_device=pc,Video,1-Aug-2024,0:00:10,970,27,3,1,1,Humanisasi dan Hiburan,Entertaining,Tren,
446,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7394815641863179525?is_from_webapp=1&sender_device=pc,Video,23-Jul-2024,0:00:15,1128,21,1,0,1,Humanisasi dan Hiburan,Entertaining,Tren,
448,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7391833173501496581?is_from_webapp=1&sender_device=pc,Video,15-Jul-2024,0:00:20,1257,37,2,1,3,Humanisasi dan Hiburan,Entertaining,Tren,
455,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7385486027537779974?is_from_webapp=1&sender_device=pc,Video,28-Jun-2024,0:00:44,1560,52,3,4,12,Humanisasi dan Hiburan,Entertaining,Tren,
459,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7381820931968208133?is_from_webapp=1&sender_device=pc,Video,18-Jun-2024,0:00:21,1386,28,0,0,0,Humanisasi dan Hiburan,Entertaining,Tren,
467,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7366603210364030213?is_from_webapp=1&sender_device=pc,Video,8-May-2024,0:00:24,6088,101,1,8,1,Humanisasi dan Hiburan,Entertaining,Tren,
472,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7355487711874256133?is_from_webapp=1&sender_device=pc,Video,8-Apr-2024,0:00:14,1009,34,0,1,3,Humanisasi dan Hiburan,Entertaining,Tren,
473,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7354368977071623429?is_from_webapp=1&sender_device=pc,Video,5-Apr-2024,0:00:06,1270,18,0,0,3,Humanisasi dan Hiburan,Relational,Tren,
489,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7231886718054534426?is_from_webapp=1&sender_device=pc,Video,11-May-2023,0:00:18,979,46,0,3,10,Humanisasi dan Hiburan,Entertaining,Tren,
500,perpustakaan.tsm,https://www.tiktok.com/@perpustakaan.tsm/video/7119366193516973339?is_from_webapp=1&sender_device=pc,Video,12-Jul-2022,0:00:11,351,13,0,0,3,Humanisasi dan Hiburan,Entertaining,Tren,
608,perpustakaanuinsa,https://www.tiktok.com/@perpustakaanuinsa/video/7301933674021408006?is_from_webapp=1&sender_device=pc,Video,16-Nov-2023,0:00:11,414,16,0,0,0,Humanisasi dan Hiburan,Entertaining,Tren,
622,perpustakaanuinsa,https://www.tiktok.com/@perpustakaanuinsa/video/7265961650132503813?is_from_webapp=1&sender_device=pc,Video,11-Aug-2023,0:00:15,674,27,0,0,3,Humanisasi dan Hiburan,Entertaining,Tren,
742,ui_library,https://www.tiktok.com/@ui_library/video/7405119968318213382?is_from_webapp=1&sender_device=pc,Video,20-Aug-2024,0:00:31,871,37,1,1,1,Humanisasi dan Hiburan,Entertaining,Tren,
880,perpusums,https://www.tiktok.com/@perpusums/video/7378776808335887622?is_from_webapp=1&sender_device=pc,Video,10-Jun-2024,0:00:23,1861,65,3,1,4,Humanisasi dan Hiburan,Entertaining,Tren,
1243,perpustakaan_umy,https://www.tiktok.com/@perpustakaan_umy/video/7407820964630711557?is_from_webapp=1&sender_device=pc,Video,27-Aug-2024,0:00:16,687,9,0,0,0,Humanisasi dan Hiburan,Entertaining,Tren,
